Date,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Metro_status,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
2/8/23,Crane County,TX,98.9,2326,48.5,2324,52.3,2263,58.3,2076,60.9,467,78.6,1796,37.4,1796,40.4,190,18.4,1746,45,1606,47.1,389,65.5,530,29.5,530,29.5,528,30.2,518,32.3,379,45.3,224,57.6,102,26.9,74,33,Non-metro,4797,4445,1035,3884,3410,594,114,2.6,113,2.9,110,3.2,50,8.4
2/8/23,Fayette County,IL,97.9,8598,40.3,8588,42.7,8469,45.9,8173,48.4,3008,72.7,7899,37,7896,39.3,354,11.1,7811,42.3,7542,44.6,2839,68.6,4172,52.8,4172,52.8,4163,53.3,4108,54.5,3242,66.2,2132,75.1,1503,46.4,1121,52.6,Non-metro,21336,20099,3201,18463,16898,4136,1436,7.1,1435,7.8,1425,8.4,979,23.7
2/8/23,Somerset County,PA,94.9,42460,57.8,42374,60.4,41676,64,40223,66.6,15070,89.3,37712,51.3,37688,53.8,1835,18.9,37122,57,35853,59.3,13492,79.9,20151,53.4,20150,53.5,20068,54.1,19764,55.1,14849,63.4,9443,70,6978,47,5018,53.1,Non-metro,73447,70102,9690,65139,60412,16876,7565,10.8,7535,11.6,7428,12.3,4922,29.2
2/8/23,Carver County,MN,94.7,78549,74.7,77179,78.4,71050,81.2,64446,83.3,13217,95,73592,70,72654,73.8,12258,58.2,66875,76.5,60396,78,12559,94.8,49508,67.3,49482,68.1,47805,71.5,44413,73.5,25498,84.5,11535,91.8,16966,66.5,9117,79,Metro,105089,98462,21075,87449,77387,13250,25156,25.5,24132,27.6,22802,29.5,8684,65.5
2/8/23,Kauai County,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-metro,72293,68064,11433,61772,56631,14951,,,,,,,,
2/8/23,Houston County,AL,92.6,56354,53.2,56295,56.7,55293,61.5,52576,64.4,16913,88.2,47328,44.7,47313,47.7,2962,16.8,46565,51.8,44351,54.4,14916,77.8,17914,37.9,17914,37.9,17867,38.4,17606,39.7,14174,51.6,9125,61.2,5284,37.3,3879,42.5,Metro,105882,99251,17657,89968,81594,19184,5340,5.4,5328,5.9,5264,6.5,3295,17.2
2/8/23,Campbell County,VA,78.2,24899,45.4,24884,47.7,24651,51.4,23666,53.5,8283,74.4,22179,40.4,22172,42.5,948,11.9,21999,45.8,21224,48,7634,68.5,5790,26.1,5790,26.1,5772,26.2,5671,26.7,4437,32.1,2768,36.3,2130,48,1526,55.1,Metro,54885,52180,7937,47994,44243,11138,2337,4.5,2329,4.9,2301,5.2,1460,13.1
2/8/23,Calhoun County,MI,94.2,72584,54.1,,,,,,,,,72195,53.8,72127,57.2,5905,26.4,70517,61.7,66222,63.8,20865,85.4,40103,55.5,40102,55.6,39513,56,38184,57.7,27240,68.5,16043,76.9,12842,47.1,8571,53.4,Metro,134159,126128,22330,114224,103798,24434,13903,11,13619,11.9,13281,12.8,6473,26.5
2/8/23,Mellette County,SD,96.7,1022,49.6,1015,55.1,961,58.7,861,60.3,182,59.7,870,42.2,868,47.1,126,30.3,824,50.3,742,52,171,56.1,440,50.6,440,50.7,429,52.1,387,52.2,200,54.2,91,53.2,109,54.5,47,51.6,Non-metro,2061,1843,416,1637,1427,305,272,14.8,264,16.1,245,17.2,64,21
2/8/23,Mason County,MI,94.2,,,,,,,,,,,18161,62.3,18140,65.7,1267,29.1,17846,70.5,16873,72.6,6587,93.2,11307,62.3,11305,62.3,11216,62.8,10896,64.6,8340,74.2,5386,81.8,4050,48.6,2965,55.1,Non-metro,29144,27595,4355,25328,23240,7069,3423,12.4,3383,13.4,3290,14.2,1904,26.9
2/8/23,Crawford County,PA,94.9,50791,60,50684,63.4,49670,67.6,47416,70.4,17031,94.8,44346,52.4,44291,55.4,2845,22.5,43415,59.1,41446,61.6,15165,84.4,22324,50.3,22322,50.4,22188,51.1,21743,52.5,16386,61.6,10405,68.6,8346,50.9,6063,58.3,Non-metro,84629,79970,12637,73499,67333,17963,10386,13,10290,14,10142,15.1,6282,35
2/8/23,Ware County,GA,88.9,16464,46.1,16455,49.4,16254,54.4,15614,57.7,5228,83.4,14189,39.7,14185,42.6,662,10.6,14045,47,13523,50,4776,76.1,5479,38.6,5479,38.6,5466,38.9,5402,39.9,4284,50.1,2791,58.4,1619,37.8,1204,43.1,Non-metro,35734,33281,6219,29897,27062,6272,1743,5.2,1739,5.8,1721,6.4,1103,17.6
2/8/23,Nome Census Area,AK,97.4,7585,75.8,7485,83.1,6741,89.1,5810,88.8,774,95,7172,71.7,7153,79.4,1520,61.7,6517,86.1,5633,86.1,749,93.3,3953,55.1,3952,55.2,3878,59.5,3499,62.1,1561,74.2,606,80.9,665,42.6,284,46.9,Non-metro,10004,9008,2464,7568,6544,803,1040,11.5,993,13.1,883,13.5,249,31
2/8/23,Richland County,IL,97.9,8162,52.6,8134,55.9,7948,60.3,7579,63.1,2806,85.8,7665,49.4,7651,52.6,503,19.7,7490,56.8,7148,59.5,2663,81.4,4351,56.8,4350,56.9,4325,57.7,4234,59.2,3264,69.7,2102,78.9,1834,56.2,1315,62.6,Non-metro,15513,14558,2547,13185,12011,3270,1894,13,1880,14.3,1855,15.4,1154,35.3
2/8/23,Grand Isle County,VT,73.3,7105,95,7025,95,6695,95,6321,95,2077,95,6211,85.8,6168,89.4,657,67.9,5860,91.8,5511,92.9,1862,95,4279,68.9,4276,69.3,4194,71.6,3960,71.9,2819,79.5,1555,83.5,1995,70.8,1281,82.4,Metro,7235,6900,967,6384,5933,1557,2590,37.5,2550,39.9,2469,41.6,1269,81.5
2/8/23,Chautauqua County,KS,93.9,1624,50,1622,52.4,1598,56.5,1557,59.7,620,68.7,1395,42.9,1393,45,46,9.4,1377,48.7,1347,51.7,552,61.1,720,51.6,720,51.7,719,52.2,712,52.9,569,62.9,389,70.5,298,52.4,245,63,Non-metro,3250,3097,491,2830,2606,903,302,9.8,299,10.6,294,11.3,208,23
2/8/23,Champaign County,OH,98.6,19492,50.1,19458,52.9,19116,57.1,18313,60.6,6153,85.6,18279,47,18258,49.7,1017,15.6,17983,53.7,17241,57.1,5818,80.9,9234,50.5,9232,50.6,9198,51.1,9022,52.3,7012,64.1,4327,74.4,3476,49.6,2454,56.7,Non-metro,38885,36750,6530,33472,30220,7188,3668,10,3652,10.9,3605,11.9,2278,31.7
2/8/23,Mobile County,AL,92.6,260711,63.1,260049,67.4,253836,72.7,239127,75.5,65803,95,215117,52.1,214978,55.7,16193,23.4,210692,60.4,198785,62.7,57262,83.3,84009,39.1,83995,39.1,83641,39.7,81546,41,60932,54.2,36663,64,23480,38.5,16351,44.6,Metro,413210,386052,69184,348937,316868,68742,26683,6.9,26594,7.6,26120,8.2,14994,21.8
2/8/23,Dawson County,GA,88.9,11956,45.8,11934,48.2,11773,51.7,11341,54.4,3768,71.4,10773,41.3,10766,43.5,483,12.3,10645,46.8,10283,49.3,3568,67.6,4820,44.7,4820,44.8,4801,45.1,4726,46,3676,55.9,2329,65.3,1516,41.2,1116,47.9,Metro,26108,24768,3915,22768,20853,5278,1705,6.9,1693,7.4,1671,8,1067,20.2
2/8/23,Warren County,MO,91.3,17095,48,17049,51.1,16613,55.1,15680,57.6,5186,81.9,15391,43.2,15366,46,1170,19,15028,49.8,14196,52.1,4842,76.4,7857,51,7857,51.1,7806,51.9,7589,53.5,5973,65.6,3670,75.8,3206,53.7,2287,62.3,Metro,35649,33374,6146,30167,27228,6334,3685,11,3659,12.1,3599,13.2,2186,34.5
2/8/23,Champaign County,IL,97.9,159428,76,157085,79.2,148819,81.2,137928,80.9,26564,95,142936,68.2,141733,71.4,17420,62.1,134341,73.3,124313,73,25215,90.6,88487,61.9,88401,62.4,85744,63.8,81103,65.2,40213,79.4,22249,88.2,25988,64.6,16053,72.2,Metro,209689,198438,28041,183260,170397,27827,43680,22,42294,23.1,40557,23.8,15221,54.7
2/8/23,Bartholomew County,IN,98.5,58965,70.4,58241,74.3,55324,78.4,51309,80.3,13100,94.6,53955,64.4,53642,68.5,6079,42.1,51206,72.6,47563,74.4,12321,89,29784,55.2,29769,55.5,29060,56.8,27568,58,17287,71.5,9930,80.6,9238,53.4,6172,62.2,Metro,83779,78336,14436,70530,63900,13851,11675,14.9,11311,16,10807,16.9,5268,38
2/8/23,Pierce County,WA,96,691006,76.4,684386,80.9,652974,85.7,604112,87,132265,95,626166,69.2,622739,73.7,71655,47.5,595596,78.2,551084,79.3,124006,95,332209,53.1,332000,53.3,323841,54.4,307155,55.7,183985,71,98299,79.3,110416,60,67665,68.8,Metro,904980,845497,150970,761890,694527,128408,162869,19.3,158372,20.8,152073,21.9,66642,51.9
2/8/23,Stephens County,TX,98.9,3911,41.8,3906,44.2,3857,47.9,3754,51.4,1356,71.7,3479,37.1,3476,39.3,126,8.2,3435,42.6,3350,45.8,1262,66.8,1325,38.1,1325,38.1,1321,38.5,1311,39.1,1054,49,748,59.3,358,34,266,35.6,Non-metro,9366,8840,1531,8059,7309,1890,361,4.1,357,4.4,350,4.8,238,12.6
2/8/23,Hampden County,MA,90,407957,87.5,405445,91.9,387787,95,360027,95,96134,95,326681,70,325657,73.8,36015,48.6,312174,77.6,289642,78.9,76590,94.8,168691,51.6,168667,51.8,166044,53.2,158532,54.7,103389,65.9,56161,73.3,53942,52.2,34133,60.8,Metro,466372,441055,74173,402477,366882,80807,93057,21.1,91245,22.7,87984,24,42077,52.1
2/8/23,Charlottesville city,VA,78.2,29753,62.9,29402,65.8,28524,68.3,27027,68,5017,86.6,24690,52.2,24500,54.8,2036,40.9,23748,56.9,22464,56.6,4269,73.7,3591,14.5,3583,14.6,3337,14.1,3065,13.6,1495,17.2,807,18.9,1439,95,854,95,Metro,47266,44704,4984,41773,39720,5790,3927,8.8,3878,9.3,3651,9.2,1047,18.1
2/8/23,Mifflin County,PA,94.9,26595,57.6,26528,61.3,26118,66.4,25122,70,9375,92.1,24045,52.1,24001,55.4,1266,17.1,23623,60,22735,63.3,8556,84,13029,54.2,13029,54.3,12976,54.9,12783,56.2,10091,67.3,6581,76.9,5269,52.2,3930,59.7,Non-metro,46138,43303,7401,39355,35902,10181,5690,13.1,5668,14.4,5631,15.7,3615,35.5
2/8/23,Mercer County,OH,98.6,17099,41.5,17071,44.9,16783,49.3,16200,53.1,6419,85.6,16130,39.2,16107,42.4,798,10.7,15843,46.6,15309,50.2,6175,82.3,8669,53.7,8669,53.8,8630,54.5,8512,55.6,6877,65.9,4631,75,3270,47.5,2504,54.1,Non-metro,41172,38004,7484,34019,30520,7499,3332,8.8,3310,9.7,3271,10.7,2248,30
2/8/23,Fairbanks North Star Borough,AK,97.4,69077,71.3,68640,76.5,66111,82.1,61894,83.8,9887,91.3,62029,64,61760,68.9,5926,37.4,59610,74,55834,75.6,8972,82.9,25799,41.6,25798,41.8,25358,42.5,24272,43.5,13313,66.2,6917,77.1,7608,57.1,4507,65.2,Metro,96849,89670,15825,80563,73845,10828,10976,12.2,10774,13.4,10401,14.1,4325,39.9
2/8/23,Chariton County,MO,91.3,3288,44.3,3285,47,3249,51.6,3125,54.5,1233,68.3,2936,39.5,2935,42,122,9.7,2911,46.2,2813,49.1,1132,62.7,1618,55.1,1618,55.1,1612,55.4,1593,56.6,1335,68.6,883,78,693,51.9,514,58.2,Non-metro,7426,6989,1255,6299,5734,1805,758,10.8,757,12,751,13.1,496,27.5
2/8/23,Chippewa County,WI,96.7,40326,62.4,40009,65.5,38620,69.5,36320,71.9,11834,95,38007,58.8,37824,61.9,3389,32,36588,65.8,34435,68.2,11373,95,23421,61.6,23412,61.9,23027,62.9,22254,64.6,16180,76.2,9530,83.8,9854,60.9,6760,70.9,Metro,64658,61129,10607,55601,50522,11916,11663,19.1,11449,20.6,11098,22,6246,52.4
2/8/23,Jefferson County,MS,98.1,5848,83.7,5838,89.1,5528,93.3,5048,92.8,1176,95,5117,73.2,5114,78,680,60.9,4853,81.9,4434,81.5,1089,89.6,2430,47.5,2430,47.5,2393,49.3,2306,52,1601,67.5,809,74.3,776,48.5,451,55.7,Non-metro,6990,6555,1116,5927,5439,1215,657,10,654,11,643,11.8,335,27.6
2/8/23,Traill County,ND,92.7,5180,64.5,5154,68.3,4958,72.4,4645,74.9,1643,95,4534,56.4,4529,60,405,30.1,4400,64.3,4124,66.5,1484,92.4,2419,53.4,2419,53.4,2401,54.6,2321,56.3,1774,68,1155,77.8,1023,57.7,775,67.1,Non-metro,8036,7550,1345,6845,6205,1606,1376,18.2,1367,20,1349,21.7,876,54.5
2/8/23,Hillsdale County,MI,94.2,18824,41.3,,,,,,,,,18123,39.7,18115,42.1,908,12.6,17929,45.6,17207,48.1,6802,73.9,9589,52.9,9589,52.9,9560,53.3,9383,54.5,7482,62.9,4716,69.3,2755,36.8,1983,42,Non-metro,45605,43024,7233,39315,35791,9202,2869,6.7,2852,7.3,2810,7.9,1712,18.6
2/8/23,Macon County,MO,91.3,7034,46.5,7024,49.3,6931,53.6,6648,57.1,2695,78.3,6414,42.4,6406,45,330,12.7,6328,48.9,6076,52.2,2508,72.8,3057,47.7,3057,47.7,3043,48.1,3008,49.5,2506,61.6,1759,70.1,1346,53.7,1053,59.9,Non-metro,15117,14242,2605,12929,11637,3444,1514,10.6,1510,11.7,1500,12.9,1072,31.1
2/8/23,Franklin County,PA,94.9,93408,60.3,92959,63.7,90370,68.1,85392,70.7,29349,94.2,81257,52.4,81062,55.5,6706,26.6,78761,59.3,74356,61.6,26105,83.8,40732,50.1,40730,50.2,40087,50.9,38706,52.1,28974,63.5,18795,72,14768,51,10813,57.5,Metro,155027,145984,25183,132733,120801,31169,18083,12.4,17729,13.4,17233,14.3,10422,33.4
2/8/23,Pope County,IL,97.9,1803,43.2,1799,44.2,1774,45.5,1711,46.5,744,62.9,1642,39.3,1639,40.3,76,19.5,1618,41.5,1563,42.5,703,59.4,855,52.1,855,52.2,852,52.7,840,53.7,734,61.4,486,69.1,353,48.1,256,52.7,Non-metro,4177,4066,389,3902,3677,1183,343,8.4,341,8.7,334,9.1,228,19.3
2/8/23,Jefferson County,IL,97.9,20039,53.2,19992,56.6,19614,61.3,18764,64.1,6278,85.6,18291,48.5,18269,51.8,1118,18.6,17927,56,17151,58.6,5873,80.1,9690,53,9690,53,9637,53.8,9450,55.1,7142,67.4,4507,76.7,3836,53.7,2747,60.9,Non-metro,37684,35297,6009,32021,29288,7332,4013,11.4,3997,12.5,3944,13.5,2469,33.7
2/8/23,Knott County,KY,94.1,8017,54.1,8005,57.1,7823,60.9,7355,62,2049,72.3,7275,49.1,7271,51.8,581,26.9,7122,55.5,6690,56.4,1948,68.8,3540,48.7,3539,48.7,3530,49.6,3461,51.7,2561,65,1453,74.6,1066,41.6,715,49.2,Non-metro,14806,14025,2158,12844,11867,2833,1130,8.1,1128,8.8,1120,9.4,617,21.8
2/8/23,Wheatland County,MT,95.9,883,41.5,882,43.7,869,47.7,852,50.9,386,71.3,786,37,785,38.9,21,6.1,777,42.6,764,45.7,366,67.7,418,53.2,418,53.2,416,53.5,414,54.2,352,60.1,242,66.1,176,50,138,57,Non-metro,2126,2018,345,1823,1673,541,182,9,180,9.9,179,10.7,132,24.4
2/8/23,Jackson County,IN,98.5,27230,61.6,27175,65.9,26364,71,24474,73.2,7091,95,24686,55.8,24655,59.8,2281,29.2,24016,64.7,22374,66.9,6729,91.4,11638,47.1,11638,47.2,11502,47.9,11157,49.9,8129,62.6,4878,72.5,3167,39,2233,45.8,Non-metro,44231,41242,7816,37142,33426,7364,3126,7.6,3092,8.3,3020,9,1825,24.8
2/8/23,Lake of the Woods County,MN,94.7,2276,60.9,2272,63.8,2223,67.4,2126,69.8,920,95,2130,57,2128,59.8,136,26.4,2082,63.1,1992,65.4,858,90.4,1266,59.4,1266,59.5,1254,60.2,1228,61.6,999,70.1,654,76.2,541,54.2,387,59.2,Non-metro,3740,3561,515,3297,3046,949,564,15.8,557,16.9,550,18.1,358,37.7
2/8/23,Titus County,TX,98.9,15628,47.7,15611,51.8,15264,57.6,14146,60.6,3460,71.4,13197,40.3,13187,43.7,1217,17.9,12906,48.7,11970,51.2,3177,65.6,4273,32.4,4273,32.4,4259,33,4225,35.3,3275,49.5,1890,59.5,1214,37.1,855,45.2,Non-metro,32750,30159,6802,26495,23357,4845,1343,4.5,1333,5,1315,5.6,764,15.8
2/8/23,Unknown County,SC,93,290655,,289553,,284406,,271145,,73090,,216754,,216335,,12576,,212659,,203759,,54920,,75437,34.8,75428,34.9,74896,35.2,73365,36,54318,50.1,33004,60.1,14386,26.5,10121,30.7,,,,,,,,22609,,22300,,21800,,11532,
2/8/23,Chippewa County,MN,94.7,7028,59.6,6986,63.6,6765,68.6,6363,71.1,2331,90.8,6590,55.8,6569,59.8,585,28.8,6380,64.7,5984,66.8,2232,86.9,4361,66.2,4361,66.4,4322,67.7,4192,70.1,3100,81.8,1993,89.3,1994,64.3,1484,74.5,Non-metro,11800,10984,2031,9860,8953,2567,2179,19.8,2163,21.9,2116,23.6,1377,53.6
2/8/23,Cuyahoga County,OH,98.6,906052,73.4,895260,76.8,857626,80.3,803935,82,214866,93.3,837259,67.8,830933,71.3,82225,44.7,798184,74.8,748708,76.3,206805,89.8,516521,61.7,516281,62.1,505387,63.3,483515,64.6,312037,76,172424,83.4,193446,62,121828,70.7,Metro,1235072,1165078,184123,1067678,980955,230202,253314,21.7,247082,23.1,238591,24.3,109540,47.6
2/8/23,Wake County,NC,96.8,1321433,95,1304375,95,1230790,95,1128887,95,236156,95,922250,83,914429,87.5,123371,63.1,863192,91.6,791058,93.2,170210,95,288720,31.3,288427,31.5,278390,32.3,260094,32.9,149059,40,73265,43,50773,34.1,26282,35.9,Metro,1111761,1044525,195470,941934,849055,133864,235499,22.5,226773,24.1,214591,25.3,73379,54.8
2/8/23,Liberty County,MT,95.9,819,35,,,,,,,,,816,34.9,816,36.8,43,12.1,807,39.9,773,41.5,335,64.9,469,57.5,469,57.5,469,58.1,468,60.5,388,71.7,263,78.5,226,58.2,174,66.2,Non-metro,2337,2220,356,2022,1864,516,202,9.1,202,10,201,10.8,147,28.5
2/8/23,Hopkins County,TX,98.9,16862,45.5,16847,48.5,16565,52.9,15750,56,5289,76.8,14772,39.8,14766,42.5,901,13.6,14552,46.5,13865,49.3,4834,70.2,5488,37.2,5488,37.2,5470,37.6,5422,39.1,4427,50.6,2931,60.6,1703,38.5,1299,44.3,Non-metro,37084,34754,6631,31285,28123,6887,1814,5.2,1807,5.8,1783,6.3,1175,17.1
2/8/23,Rutherford County,NC,96.8,38644,57.7,38604,60.7,37928,64.9,36344,68,14089,94.8,30034,44.8,30015,47.2,1760,17.3,29501,50.5,28255,52.9,11034,74.3,10886,36.2,10885,36.3,10834,36.7,10641,37.7,8743,45,5621,50.9,3160,36.1,2289,40.7,Non-metro,67029,63605,10183,58398,53422,14855,5561,8.7,5534,9.5,5464,10.2,3503,23.6
2/8/23,Pitt County,NC,96.8,143825,79.6,142948,83.9,138062,88.8,129724,91.1,35571,95,107494,59.5,107217,62.9,10066,36,103616,66.6,97151,68.2,26060,95,28907,26.9,28902,27,28406,27.4,27258,28.1,17322,34.3,9121,35,5374,31,2991,32.8,Metro,180742,170444,27978,155511,142466,25045,19113,11.2,18783,12.1,18182,12.8,8274,33
2/8/23,Dinwiddie County,VA,78.2,15877,55.6,15856,58.3,15656,62.9,14984,65.5,4188,81.8,13967,48.9,13962,51.3,710,16.3,13802,55.4,13252,58,3730,72.8,4232,30.3,4232,30.3,4208,30.5,4136,31.2,2791,35.9,1453,39,1371,49.1,818,56.3,Metro,28544,27214,4348,24903,22866,5121,1522,5.6,1512,6.1,1495,6.5,751,14.7
2/8/23,Wetzel County,WV,97.1,9619,63.8,9604,67.2,9445,71.7,8992,74.3,3346,95,8791,58.4,8781,61.4,514,23.5,8671,65.8,8267,68.3,3154,90.1,4591,52.2,4590,52.3,4577,52.8,4499,54.4,3621,64,2245,71.2,1642,45.3,1196,53.3,Non-metro,15065,14290,2190,13168,12100,3500,1631,11.4,1620,12.3,1608,13.3,1049,30
2/8/23,Des Moines County,IA,97.3,22570,57.9,22537,61.4,22071,66.5,21050,69.8,7471,90.4,20749,53.2,20730,56.5,1343,20.5,20325,61.2,19387,64.2,7118,86.1,11540,55.6,11539,55.7,11481,56.5,11290,58.2,8962,71.7,5762,80.9,5300,59.1,3918,68,Non-metro,38967,36715,6536,33188,30179,8264,6071,16.5,6043,18.2,5968,19.8,3876,46.9
2/8/23,Union County,IL,97.9,10655,64,10623,67.4,10408,72,9880,75.2,3406,93.5,9794,58.8,9779,62.1,662,25.4,9600,66.4,9117,69.4,3178,87.2,5206,53.2,5206,53.2,5168,53.8,5063,55.5,3766,65.8,2364,74.4,2069,54.9,1469,62.1,Non-metro,16653,15752,2610,14465,13142,3643,2272,14.4,2254,15.6,2226,16.9,1338,36.7
2/8/23,Union County,NM,97,2208,54.4,2203,57,2161,60.7,2048,62.1,756,85.2,1882,46.4,1878,48.6,108,19,1855,52.1,1770,53.7,684,77.1,1045,55.5,1044,55.6,1040,56.1,1019,57.6,746,65.2,481,70.3,341,45.7,244,50.7,Non-metro,4059,3866,567,3563,3299,887,307,7.9,307,8.6,300,9.1,163,18.4
2/8/23,Wilson County,TX,98.9,31222,61.1,31118,64.7,30166,69.6,28179,72.4,7920,94.2,27376,53.6,27346,56.9,2499,27.2,26578,61.3,24847,63.9,7010,83.3,11240,41.1,11240,41.1,11121,41.8,10871,43.8,8118,55.4,4555,65,3796,46.8,2414,53,Metro,51070,48086,9178,43373,38908,8411,4948,10.3,4899,11.3,4798,12.3,2552,30.3
2/8/23,Douglas County,SD,96.7,1939,66.4,1937,71.9,1905,78.8,1829,84.7,775,95,1650,56.5,1649,61.2,68,12.7,1625,67.3,1581,73.2,677,95,764,46.3,764,46.3,760,46.8,745,47.1,613,57.8,429,63.4,294,48,237,55.2,Non-metro,2921,2695,535,2416,2160,702,363,13.5,362,15,357,16.5,259,36.9
2/8/23,Hamblen County,TN,97.8,32304,49.7,32249,52.9,31647,57.3,29985,60,9335,77.7,28476,43.9,28469,46.7,1859,16.9,28012,50.7,26610,53.2,8655,72,13009,45.7,13009,45.7,12963,46.3,12696,47.7,9545,59.3,5894,68.1,4202,44,2998,50.9,Metro,64934,61018,11005,55240,50013,12014,4292,7,4276,7.7,4220,8.4,2513,20.9
2/8/23,Gulf County,FL,98.6,8407,61.6,8400,64.6,8327,69.5,8065,72.4,3259,90.2,7371,54,7369,56.7,298,16.1,7304,61,7071,63.4,3058,84.6,3023,41,3023,41,3021,41.4,2994,42.3,2619,50.7,1802,58.9,1118,42.7,867,48.1,Metro,13639,12994,1847,11974,11147,3614,1035,8,1033,8.6,1028,9.2,724,20
2/8/23,La Crosse County,WI,96.7,91088,77.2,89922,80.2,85303,82.8,78974,83.2,21103,95,84864,71.9,84325,75.2,10136,58.9,80145,77.8,74189,78.2,20028,95,55228,65.1,55227,65.5,53680,67,50665,68.3,30970,81.6,17639,88.1,22569,72.9,14632,83,Metro,118016,112079,17197,103043,94882,19934,30573,27.3,29748,28.9,28488,30,13710,68.8
2/8/23,Unknown County,NC,96.8,357517,,353434,,339007,,323412,,89894,,226680,,224553,,19081,,214915,,205472,,51049,,169590,74.8,169520,75.5,167030,77.7,162621,79.1,124263,95,76557,95,51817,41.7,35899,46.9,,,,,,,,101069,,99219,,96309,,48775,
2/8/23,Gates County,NC,96.8,8168,70.6,8153,73.9,7984,78.9,7634,82.7,2780,95,6510,56.3,6506,59,406,22.6,6376,63,6100,66.1,2171,89.8,2637,40.5,2637,40.5,2616,41,2567,42.1,2202,51.3,1348,62.1,847,38.5,598,44.4,Metro,11562,11027,1797,10120,9230,2418,1204,10.9,1196,11.8,1169,12.7,717,29.7
2/8/23,Washington County,ID,97.7,4702,46.1,4700,48.9,4646,53,4450,56.4,2036,77,4200,41.2,4200,43.7,219,12.6,4151,47.4,3981,50.5,1889,71.5,1889,45,1889,45,1881,45.3,1855,46.6,1610,55.2,1185,62.7,697,43.3,554,46.8,Non-metro,10194,9620,1732,8763,7888,2643,847,8.8,843,9.6,831,10.5,595,22.5
2/8/23,Randolph County,IL,97.9,18320,57.6,18292,60.7,17975,64.7,17284,67.2,5478,89,16953,53.3,16939,56.2,900,20.4,16664,60,16039,62.4,5183,84.2,8241,48.6,8241,48.7,8193,49.2,8062,50.3,6168,63.4,3867,74.6,3022,49,2233,57.7,Non-metro,31782,30127,4408,27789,25719,6157,3257,10.8,3237,11.6,3206,12.5,2078,33.8
2/8/23,Camden County,GA,88.9,37382,68.4,37330,73.4,36573,80.5,34381,82.9,8052,95,31773,58.1,31758,62.5,2298,24.6,31209,68.7,29460,71,7067,90.9,11197,35.2,11197,35.3,11153,35.7,10917,37.1,7314,51.2,4382,62,2866,39.2,2039,46.5,Non-metro,54666,50826,9343,45457,41483,7776,3631,7.1,3606,7.9,3557,8.6,2054,26.4
2/8/23,Burlington County,NJ,94.1,407802,91.6,404122,95,384132,95,357393,95,86783,95,350257,78.6,347669,82.3,40808,58.8,330610,85.4,306861,86.9,75285,95,197982,56.5,197886,56.9,194351,58.8,184934,60.3,115964,71.3,59659,79.2,59912,51.7,36785,61.7,Metro,445349,422617,69427,387026,353190,77365,83608,19.8,82164,21.2,79499,22.5,36524,47.2
2/8/23,Escambia County,FL,98.6,216899,68.1,216469,72.3,212436,77.7,203270,80.6,58792,95,183845,57.8,183654,61.4,11056,23.4,180486,66,172598,68.5,50887,93.2,76424,41.6,76421,41.6,76042,42.1,74562,43.2,54353,56.4,33369,65.6,24953,45.9,17235,51.6,Metro,318316,299304,47219,273474,252085,54571,26565,8.9,26406,9.7,26148,10.4,14842,27.2
2/8/23,Crook County,WY,97.1,2876,37.9,2876,40.9,2837,45.1,2733,47.9,1255,78.3,2446,32.3,2446,34.8,108,8.2,2415,38.4,2338,40.9,1116,69.7,1116,45.6,1116,45.6,1110,46,1105,47.3,970,54,699,62.6,405,41.8,311,44.5,Non-metro,7584,7033,1322,6295,5711,1602,420,6,416,6.6,413,7.2,273,17
